1.95648612,1.927578829
3.862647418,2.314488983
4.979381382,3.433489759
4.923956936,4.599373404
3.214372439,2.791113803
7.196409251,5.596398273
3.729643479,2.458555872
4.674517389,3.192991809
4.498103821,1.907136833
3.121630526,2.942449872
4.639914435,3.737941605
4.632839514,3.175406147
2.773178895,2.009046461
7.119478595,5.951814099
7.466653196,5.960547308
2.117742331,1.445798858
2.55916582,2.898583142
2.35479322,1.231167524
2.388157248,2.312988055
4.755680274,2.666116035
1.994275047,2.584729022
7.310916026,5.747444104
3.528318956,2.546524587
2.428751675,1.200785525
3.542747875,3.078293381
5.227201239,4.317760919
6.69199314,5.381478737
3.900409939,3.565224319
2.291055478,0.953412996
2.380512706,2.169161261
2.549608776,2.060794311
6.933295827,6.299101259
1.855645173,1.590355862
3.589023138,2.250929414
6.826477911,5.9142477
2.070601883,2.191833702
5.224205274,5.767814366
2.24311363,0.97288292
7.076166367,5.010577427
4.190672496,2.239664992
